Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"assert displayedTotal ==~ ""^\$\d{1,3}(,\d{3})*\.\d{2}$""",Chrome 149.0.7827.103,,,10-06-2026 17:00:11,10-06-2026 17:00:11,0.000s,PASSED
"accountBalances = findWebElements(findTestObject(""Object Repository/VC Example - TC/text_accountBalances""), 10)",Chrome 149.0.7827.103,NL-002 / FR-001 - Total balance shall be calculated as the sum of all account balances,,10-06-2026 17:00:11,10-06-2026 17:00:12,0.219s,PASSED
"assert accountBalances.size() > 0 : ""NL-002 FAILED: No account balance elements found on the Dashboard""",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.001s,PASSED
expectedTotal = 0.0,Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.001s,PASSED
for (org.openqa.selenium.WebElement balanceElement : accountBalances),Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.029s,PASSED
"actualTotal = new java.math.BigDecimal(displayedTotal.replaceAll([\$,], ))",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.000s,PASSED
"comment(""Sum of account balances: "" + expectedTotal + "" | Displayed Net Liquidity: "" + actualTotal)",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.002s,PASSED
assert actualTotal.compareTo(expectedTotal) == 0,Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.001s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/VC Example - TC/badge_activeAssets""))",Chrome 149.0.7827.103,"NL-004 - Section shall display the ""Active Assets"" status badge",,10-06-2026 17:00:12,10-06-2026 17:00:12,0.221s,PASSED
"activeAssetsBadge = getText(findTestObject(""Object Repository/VC Example - TC/badge_activeAssets"")).trim()",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.216s,PASSED
"assert activeAssetsBadge.equalsIgnoreCase(""Active Assets"")",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.001s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/VC Example - TC/badge_memberSince2021""))",Chrome 149.0.7827.103,"NL-005 - Section shall display the ""Member since 2021"" badge",,10-06-2026 17:00:12,10-06-2026 17:00:12,0.218s,PASSED
"memberBadge = getText(findTestObject(""Object Repository/VC Example - TC/badge_memberSince2021"")).trim()",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.217s,PASSED
"assert memberBadge.equalsIgnoreCase(""Member since 2021"")",Chrome 149.0.7827.103,,,10-06-2026 17:00:12,10-06-2026 17:00:12,0.001s,PASSED
"click(findTestObject(""Object Repository/VC Example - TC/button_moveFunds""))",Chrome 149.0.7827.103,"NL-006 - ""Move Funds"" button shall navigate to /transfer",,10-06-2026 17:00:12,10-06-2026 17:00:13,0.275s,PASSED
"verifyMatch(getUrl(), "".*/transfer.*"", true)",Chrome 149.0.7827.103,,,10-06-2026 17:00:13,10-06-2026 17:00:13,0.009s,PASSED
back(),Chrome 149.0.7827.103,,,10-06-2026 17:00:13,10-06-2026 17:00:13,0.020s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/VC Example - TC/label_netLiquidity""), 15)",Chrome 149.0.7827.103,,,10-06-2026 17:00:13,10-06-2026 17:00:13,0.429s,PASSED
"click(findTestObject(""Object Repository/VC Example - TC/button_deposit""))",Chrome 149.0.7827.103,"NL-007 - ""Deposit"" button shall navigate to /deposit",,10-06-2026 17:00:13,10-06-2026 17:00:13,0.271s,PASSED
"verifyMatch(getUrl(), "".*/deposit.*"", true)",Chrome 149.0.7827.103,,,10-06-2026 17:00:13,10-06-2026 17:00:13,0.011s,PASSED
closeBrowser(),Chrome 149.0.7827.103,Cleanup - close the browser,,10-06-2026 17:00:13,10-06-2026 17:00:14,0.126s,PASSED
Start listener action : sampleAfterTestCase,Chrome 149.0.7827.103,,,10-06-2026 17:00:14,10-06-2026 17:00:14,0.002s,PASSED
Video,Chrome 149.0.7827.103,,,10-06-2026 17:00:14,10-06-2026 17:00:14,0.001s,PASSED
,,,,,,,
Start listener action : sampleAfterTestSuite,Chrome 149.0.7827.103,,,10-06-2026 17:00:14,10-06-2026 17:00:14,0.001s,PASSED
